31.342,1.408,0.719,1,0.7,0.3,1
33.523,1.653,0.528,1,0.7,0.3,0
45.276,3.149,0.527,2,0.7,0.3,0
57.642,2.429,0.345,1,0.7,0.3,1
73.962,3.185,0.602,2,0.7,0.3,0
76.745,2.314,0.469,2,0.7,0.3,0
80.418,1.48,0.35,1,0.7,0.3,1
84.05,3.253,0.379,1,0.7,0.3,0
89.084,1.22,0.53,1,0.7,0.3,1
91.7,2.292,0.324,1,0.7,0.3,0
96.621,1.987,0.563,2,0.7,0.3,0
101.22,1.36,0.471,2,0.7,0.3,0
105.64,2.366,0.629,2,0.7,0.3,0
107.48,1.43,0.416,2,0.7,0.3,0
120.28,3.566,0.61,2,0.7,0.3,1
125.5,4.632,0.589,2,0.7,0.3,0
129.72,1.422,0.687,2,0.7,0.3,0
134.31,1.519,0.494,1,0.7,0.3,0
136.82,1.972,0.339,2,0.7,0.3,0
141.87,1.546,0.563,2,0.7,0.3,0
144.06,1.657,0.54,2,0.7,0.3,1
147.83,3.399,0.364,2,0.7,0.3,0
150.23,1.087,0.358,2,0.7,0.3,1
153.56,2.97,0.356,2,0.7,0.3,1
157.84,3.717,0.565,2,0.7,0.3,0
160.6,1.269,0.362,2,0.7,0.3,0
162.7,1.531,0.566,2,0.7,0.3,0
166.2,2.43,0.541,2,0.7,0.3,0
177.7,1.264,0.557,2,0.7,0.3,0
179.76,1.349,0.714,2,0.7,0.3,0
181.63,1.482,0.385,2,0.7,0.3,1
185.43,3.269,0.53,2,0.7,0.3,0
187.39,1.447,0.52,2,0.7,0.3,0
189.82,1.277,0.351,2,0.7,0.3,1
193.45,3.339,0.287,2,0.7,0.3,0
195.13,1.356,0.328,2,0.7,0.3,0
196.81,1.165,0.514,1,0.7,0.3,1
201.76,1.902,0.386,2,0.7,0.3,0
203.99,1.761,0.465,2,0.7,0.3,0
206.35,1.807,0.558,2,0.7,0.3,0
208.4,1.472,0.305,2,0.7,0.3,0
210.24,1.36,0.481,2,0.7,0.3,0
212.63,1.719,0.48,2,0.7,0.3,0
214.77,1.519,0.376,2,0.7,0.3,0
217.78,1.294,0.469,2,0.7,0.3,0
222.42,1.611,0.303,1,0.7,0.3,1
232.82,1.873,0.598,2,0.7,0.3,0
239.88,1.527,0.369,1,0.7,0.3,1
242.68,2.494,0.31,1,0.7,0.3,0
245.03,1.799,0.551,2,0.7,0.3,0
248.53,2.984,0.518,2,0.7,0.3,1
252.52,3.605,0.38,2,0.7,0.3,0
255.1,2.281,0.305,2,0.7,0.3,0
262.7,1.803,0.552,1,0.7,0.3,0
264.72,1.616,0.405,2,0.7,0.3,1
269.42,4.419,0.282,2,0.7,0.3,0
270.98,1.246,0.315,2,0.7,0.3,0
275.6,1.397,0.623,2,0.7,0.3,0
278,1.992,0.403,2,0.7,0.3,0
280.28,1.709,0.579,2,0.7,0.3,1
284.31,3.506,0.523,2,0.7,0.3,0
286.23,1.128,0.578,2,0.7,0.3,1
289.94,3.339,0.372,2,0.7,0.3,0
291.48,1.126,0.417,2,0.7,0.3,1
295.44,3.589,0.372,2,0.7,0.3,1
299.68,3.654,0.581,2,0.7,0.3,0
304,1.534,0.538,2,0.7,0.3,0
306,1.363,0.636,2,0.7,0.3,0
310.96,2.202,0.621,2,0.7,0.3,0
312.79,1.446,0.381,2,0.7,0.3,0
314.64,1.377,0.473,1,0.7,0.3,1
317.2,2.324,0.238,1,0.7,0.3,0
319.37,1.288,0.605,2,0.7,0.3,1
