9.504,5.26,1.548,1,0.1,0.9,0
18.802,6.592,2.706,1,0.1,0.9,0
30.328,1.639,0.635,1,0.1,0.9,0
35.574,1.221,0.497,1,0.1,0.9,0
59.528,3.556,2.424,1,0.1,0.9,0
63.43,3.215,0.687,1,0.1,0.9,0
77.46,1.742,0.567,1,0.1,0.9,0
81.717,3.588,0.669,2,0.1,0.9,1
113.28,13.323,0.768,2,0.1,0.9,1
119.61,1.802,0.725,2,0.1,0.9,1
126.95,1.803,0.455,1,0.1,0.9,0
134.5,2.177,0.409,1,0.1,0.9,0
141.55,2.197,0.615,1,0.1,0.9,0
192.89,46.708,0.492,2,0.1,0.9,1
198.03,4.539,0.592,2,0.1,0.9,1
201.93,3.349,0.554,1,0.1,0.9,0
204.68,2.4,0.353,2,0.1,0.9,1
218.72,1.901,0.755,1,0.1,0.9,0
257.55,5.249,0.648,2,0.1,0.9,1
267.31,2.136,0.737,2,0.1,0.9,1
279.22,1.771,0.524,1,0.1,0.9,0
314.24,29.761,0.613,1,0.1,0.9,0
337.81,2.545,0.71,1,0.1,0.9,0
349.78,10.56,0.722,1,0.1,0.9,0
352.17,1.93,0.459,1,0.1,0.9,1
360.63,4.333,0.704,2,0.1,0.9,1
365.31,3.9,0.773,2,0.1,0.9,0
370.82,2.438,0.735,2,0.1,0.9,0
373.66,2.112,0.726,2,0.1,0.9,1
402.77,2.621,0.715,1,0.1,0.9,0
406.46,1.663,0.679,2,0.1,0.9,1
433.96,18.652,0.703,1,0.1,0.9,1
436.76,2.244,0.552,1,0.1,0.9,0
444.22,2.417,0.391,2,0.1,0.9,1
452.67,1.429,0.761,1,0.1,0.9,0
466.53,8.317,0.347,2,0.1,0.9,1
477.84,1.646,0.581,2,0.1,0.9,1
484.9,6.632,0.429,2,0.1,0.9,1
493.48,1.709,0.571,1,0.1,0.9,0
502.62,1.622,0.349,2,0.1,0.9,1
526.06,1.087,0.624,2,0.1,0.9,1
533.51,6.828,0.622,1,0.1,0.9,0
544.15,7.513,0.716,2,0.1,0.9,0
557.7,1.648,0.387,1,0.1,0.9,0
562.35,1.531,0.776,2,0.1,0.9,0
570.71,6.392,0.713,1,0.1,0.9,0
574.03,1.667,0.711,2,0.1,0.9,1
585.33,2.782,0.757,1,0.1,0.9,0
591.74,2.826,0.429,2,0.1,0.9,1
599.18,6.967,0.472,2,0.1,0.9,1
609.15,8.912,1.061,2,0.1,0.9,1
619.85,3.962,0.443,2,0.1,0.9,1
634.98,2.026,0.44,2,0.1,0.9,1
642.69,1.108,0.741,2,0.1,0.9,1
656.03,1.897,0.454,1,0.1,0.9,0
657.55,1.084,0.438,2,0.1,0.9,1
670.98,2.132,0.413,2,0.1,0.9,0
673.26,1.555,0.727,2,0.1,0.9,1
686.08,2.776,0.603,2,0.1,0.9,1
692.78,5.557,1.145,2,0.1,0.9,0
716.24,4.557,0.759,1,0.1,0.9,0
721.25,4.292,0.718,2,0.1,0.9,1
730.64,2.717,0.634,1,0.1,0.9,0
737.33,5.121,0.646,1,0.1,0.9,0
756.11,2.273,0.706,2,0.1,0.9,1
762.57,5.719,0.735,2,0.1,0.9,1
773.57,10.284,0.717,2,0.1,0.9,0
779.28,5.191,0.526,2,0.1,0.9,1
784.83,4.906,0.643,2,0.1,0.9,1
808.58,23.031,0.716,2,0.1,0.9,1
816.31,1.112,0.442,2,0.1,0.9,1
824.35,1.804,0.54,1,0.1,0.9,0
845.29,1.896,0.751,2,0.1,0.9,1
854.06,7.819,0.947,2,0.1,0.9,0
861.86,1.526,0.705,2,0.1,0.9,1
867.99,5.676,0.45,2,0.1,0.9,1
933.95,1.243,0.578,2,0.1,0.9,1
940.34,5.669,0.716,2,0.1,0.9,1
946.59,5.526,0.722,2,0.1,0.9,1
961.66,7.452,0.677,2,0.1,0.9,1
968.07,5.701,0.708,2,0.1,0.9,1
977.99,3.959,0.735,2,0.1,0.9,0
994.7,1.421,0.671,2,0.1,0.9,1
1003.3,1.652,0.686,2,0.1,0.9,1
1009.4,5.579,0.461,2,0.1,0.9,1
1015.4,5.335,0.727,2,0.1,0.9,1
1031,8.608,0.309,2,0.1,0.9,1
1045.8,1.7,0.786,1,0.1,0.9,0
1048.1,1.958,0.404,1,0.1,0.9,0
1053.7,2.22,0.586,1,0.1,0.9,0
1059.7,1.929,0.361,2,0.1,0.9,1
1073.5,4.818,0.721,1,0.9,0.1,1
1076.3,2.151,0.715,2,0.9,0.1,0
1080.6,1.932,0.383,2,0.9,0.1,0
1088.4,2.151,0.525,2,0.9,0.1,0
1090,1.213,0.392,2,0.9,0.1,0
1100.9,1.892,0.785,2,0.9,0.1,0
1104.1,2.509,0.724,2,0.9,0.1,0
1108.9,4.01,0.744,2,0.9,0.1,0
1124.4,2.639,0.372,2,0.9,0.1,0
1128.3,3.155,0.733,2,0.9,0.1,0
1131,1.953,0.769,2,0.9,0.1,0
1134.6,2.173,0.635,2,0.9,0.1,0
1136.8,1.539,0.725,2,0.9,0.1,0
1140.4,2.894,0.705,2,0.9,0.1,1
1145.4,4.241,0.725,2,0.9,0.1,0
1147.6,1.282,0.71,2,0.9,0.1,0
1150.9,2.497,0.733,1,0.9,0.1,1
1153.5,1.999,0.657,2,0.9,0.1,0
1156.2,1.922,0.752,2,0.9,0.1,0
1159.9,1.551,0.713,1,0.9,0.1,1
1163.6,2.905,0.719,2,0.9,0.1,1
1169.3,5.23,0.555,2,0.9,0.1,0
1176.9,1.387,0.566,2,0.9,0.1,0
1179.5,1.586,0.733,2,0.9,0.1,0
1184.5,2.003,0.744,1,0.9,0.1,1
1189.2,1.356,0.718,1,0.9,0.1,1
1193.7,3.798,0.68,1,0.9,0.1,1
1198.5,4.233,0.575,1,0.9,0.1,1
1215.2,10.027,0.608,2,0.9,0.1,0
1233.6,17.628,0.792,2,0.9,0.1,0
1238.2,4.199,0.42,2,0.9,0.1,0
1246.6,1.67,0.498,2,0.9,0.1,0
1250.7,1.316,0.682,1,0.9,0.1,1
1253.9,2.479,0.712,1,0.9,0.1,1
1266,1.739,0.514,2,0.9,0.1,0
1268.9,1.496,0.757,1,0.9,0.1,1
1271.9,2.192,0.744,1,0.9,0.1,0
1283.6,6.329,0.605,1,0.9,0.1,1
1287.2,3.107,0.419,1,0.9,0.1,1
1291.7,4.229,0.346,1,0.9,0.1,1
1296.7,4.342,0.625,1,0.9,0.1,1
1301.2,3.798,0.712,1,0.9,0.1,1
1305.8,3.829,0.716,1,0.9,0.1,1
1310.6,4.135,0.718,1,0.9,0.1,1
1318.3,1.359,0.625,2,0.9,0.1,0
1322.1,1.627,0.704,2,0.9,0.1,0
1328.7,4.476,0.718,2,0.9,0.1,1
1334.4,5.195,0.513,2,0.9,0.1,0
1339.3,2.616,0.866,1,0.9,0.1,1
1342.3,2.386,0.645,1,0.9,0.1,0
1345.2,1.203,0.512,1,0.9,0.1,1
1349,3.165,0.683,1,0.9,0.1,1
1358.4,1.104,0.429,2,0.9,0.1,0
1366.3,1.154,0.762,2,0.9,0.1,0
1370.1,1.505,0.766,1,0.9,0.1,1
1373.3,2.522,0.726,1,0.9,0.1,0
1383.3,4.164,0.755,1,0.9,0.1,1
1385.5,1.824,0.416,1,0.9,0.1,0
1390.3,4.16,0.623,2,0.9,0.1,0
1393.5,1.403,0.759,1,0.9,0.1,1
1397,2.791,0.698,1,0.9,0.1,1
1400.6,2.854,0.756,1,0.9,0.1,1
1404.1,2.754,0.7,1,0.9,0.1,1
1409.1,4.424,0.591,1,0.9,0.1,1
1413,3.531,0.389,1,0.9,0.1,1
1417.6,3.618,0.706,1,0.9,0.1,1
1425,1.115,0.791,1,0.9,0.1,0
1429.4,2.539,0.579,2,0.9,0.1,0
1433.2,2.186,0.468,1,0.9,0.1,1
1436.3,2.722,0.395,1,0.9,0.1,1
1440.1,3.137,0.688,1,0.9,0.1,1
1444.1,3.232,0.717,1,0.9,0.1,1
1447.9,3.166,0.708,1,0.9,0.1,1
1452,3.326,0.728,1,0.9,0.1,0
1455.6,2.017,0.611,1,0.9,0.1,1
1458.7,2.299,0.739,1,0.9,0.1,0
1463.6,1.12,0.726,2,0.9,0.1,1
