33.085,1.536,0.839,1,0.2,0.8,1,1232,1257
80.575,1.566,0.559,1,0.2,0.8,1,2665,2682
87.404,1.321,0.695,1,0.2,0.8,0,2866,2887
91.18,1.386,0.653,2,0.2,0.8,1,2980,3000
93.943,1.118,0.551,2,0.2,0.8,1,3067,3083
97.375,2.936,0.496,2,0.2,0.8,1,3171,3186
101.98,4.088,0.513,2,0.2,0.8,0,3309,3324
106.23,1.457,0.684,2,0.2,0.8,0,3431,3451
109.65,2.487,0.488,2,0.2,0.8,0,3539,3554
111.98,1.451,0.877,1,0.2,0.8,0,3598,3624
114.1,1.522,0.598,1,0.2,0.8,0,3670,3688
117.33,2.201,0.449,1,0.2,0.8,0,3771,3785
132.97,1.431,0.771,1,0.2,0.8,1,4231,4253
136.37,2.863,0.534,1,0.2,0.8,1,4340,4356
142.13,1.366,0.553,1,0.2,0.8,0,4511,4528
146.31,1.926,0.599,1,0.2,0.8,0,4635,4653
156.29,1.378,0.733,1,0.2,0.8,0,4931,4953
160.35,2.861,0.502,1,0.2,0.8,0,5059,5075
188.42,2.019,0.732,1,0.2,0.8,0,5894,5917
191.12,1.32,0.669,1,0.2,0.8,1,5978,5997
196.05,4.269,0.661,1,0.2,0.8,1,6125,6145
202.02,5.368,0.602,1,0.2,0.8,1,6307,6325
207.66,5.037,0.603,1,0.2,0.8,1,6476,6494
218.16,1.385,0.967,2,0.2,0.8,1,6779,6808
221.85,3.109,0.585,2,0.2,0.8,0,6902,6919
224.46,2.078,0.531,2,0.2,0.8,1,6982,6998
229.44,4.287,0.689,2,0.2,0.8,1,7126,7147
233.2,3.282,0.477,2,0.2,0.8,1,7245,7260
239.36,1.558,0.448,2,0.2,0.8,0,7431,7444
241.39,1.375,0.655,2,0.2,0.8,0,7485,7505
262.06,1.518,0.684,1,0.2,0.8,0,8104,8125
264.52,1.522,0.565,1,0.2,0.8,0,8182,8199
272.41,3.974,0.755,1,0.2,0.8,1,8413,8435
276,3.02,0.576,1,0.2,0.8,0,8526,8543
278.32,1.757,0.559,1,0.2,0.8,1,8596,8613
282.17,3.308,0.546,1,0.2,0.8,1,8712,8728
286.26,3.557,0.525,1,0.2,0.8,0,8835,8851
330.96,11.414,0.979,2,0.2,0.8,1,10162,10192
335.99,4.484,0.545,2,0.2,0.8,0,10326,10343
338.03,1.242,0.794,2,0.2,0.8,1,10380,10403
342.11,3.339,0.748,2,0.2,0.8,1,10504,10525
345.8,3.253,0.43,2,0.2,0.8,0,10624,10637
381.47,2.887,0.503,1,0.2,0.8,0,11691,11707
384.65,2.286,0.565,1,0.2,0.8,0,11785,11802
397.73,7.753,0.687,1,0.2,0.8,1,12174,12194
412.41,2.188,0.65,2,0.2,0.8,1,12615,12635
427.04,1.389,0.906,2,0.2,0.8,1,13046,13073
431.11,3.521,0.549,2,0.2,0.8,1,13179,13195
437.91,1.035,0.645,2,0.2,0.8,1,13380,13400
441.22,2.886,0.415,2,0.2,0.8,0,13486,13499
448.08,1.439,0.577,2,0.2,0.8,1,13687,13704
451.88,3.207,0.594,2,0.2,0.8,1,13800,13818
458.75,1.331,1.206,2,0.2,0.8,1,13988,14024
463.68,4.367,0.566,2,0.2,0.8,1,14155,14172
474.29,1.585,0.553,2,0.2,0.8,1,14474,14490
477.94,3.079,0.57,2,0.8,0.2,0,14583,14599
492.21,1.174,0.718,2,0.8,0.2,0,15007,15028
494.73,1.942,0.583,2,0.8,0.2,0,15086,15104
498.31,2.847,0.736,2,0.8,0.2,0,15189,15211
501.21,1.442,0.856,2,0.8,0.2,0,15272,15298
517.94,1.068,0.619,2,0.8,0.2,0,15781,15799
521.17,2.154,0.6,2,0.8,0.2,0,15878,15897
540.12,1.199,0.834,1,0.8,0.2,1,16440,16465
543.03,2.404,0.499,1,0.8,0.2,1,16537,16552
546.32,2.718,0.574,1,0.8,0.2,0,16634,16651
564.82,2.324,0.734,2,0.8,0.2,0,17183,17206
567.26,1.896,0.544,2,0.8,0.2,1,17263,17279
571.16,3.494,0.413,2,0.8,0.2,0,17384,17395
578.3,2.54,0.664,2,0.8,0.2,0,17590,17610
584.47,1.869,0.561,2,0.8,0.2,1,17778,17795
588.7,3.824,0.407,2,0.8,0.2,0,17909,17922
590.71,1.459,0.55,2,0.8,0.2,0,17965,17982
600.71,1.563,0.51,1,0.8,0.2,1,18267,18282
618.81,2.06,0.446,1,0.8,0.2,0,18812,18825
650.86,27.635,0.699,1,0.8,0.2,1,19765,19786
655.72,4.281,0.581,1,0.8,0.2,0,19914,19932
657.86,1.4,0.738,1,0.8,0.2,1,19974,19996
672.98,2.17,0.53,1,0.8,0.2,1,20434,20450
677.25,3.725,0.546,1,0.8,0.2,0,20561,20577
679.13,1.286,0.589,1,0.8,0.2,0,20616,20634
681.96,1.208,0.649,1,0.8,0.2,1,20700,20719
691.45,6.838,0.67,1,0.8,0.2,1,20983,21004
696.03,3.942,0.639,1,0.8,0.2,1,21122,21141
699.37,2.763,0.569,1,0.8,0.2,0,21224,21241
704.81,2.874,0.536,1,0.8,0.2,1,21389,21404
708.59,3.229,0.552,1,0.8,0.2,1,21501,21518
712.09,2.977,0.523,1,0.8,0.2,1,21607,21622
740.4,16.583,0.624,2,0.8,0.2,0,22453,22472
743.39,1.433,0.662,2,0.8,0.2,1,22541,22561
750.73,6.825,0.511,2,0.8,0.2,1,22766,22781
754.7,3.204,0.765,2,0.8,0.2,0,22878,22900
768.57,10.62,0.954,2,0.8,0.2,0,23288,23317
771.17,1.606,0.633,2,0.8,0.2,0,23375,23394
