7.946,1.849,0.383,2,0.1,0.9,1
16.887,4.519,0.261,1,0.1,0.9,0
19.889,1.162,0.269,2,0.1,0.9,1
25.239,1.419,0.194,1,0.1,0.9,0
27.238,1.541,0.458,1,0.1,0.9,0
32.35,1.881,0.497,2,0.1,0.9,1
34.124,1.565,0.209,2,0.1,0.9,1
44.962,1.658,0.308,1,0.1,0.9,0
47.164,1.691,0.511,1,0.1,0.9,0
52.41,4.167,0.265,2,0.1,0.9,1
59.445,2.864,0.322,1,0.1,0.9,0
63.315,1.68,0.243,2,0.1,0.9,1
71.769,1.321,0.26,2,0.1,0.9,1
77.698,1.703,0.23,2,0.1,0.9,1
80.543,2.311,0.534,2,0.1,0.9,1
89.276,1.297,0.205,2,0.1,0.9,1
97.141,1.196,0.259,1,0.1,0.9,0
99.176,1.572,0.463,1,0.1,0.9,0
103.69,1.609,0.268,1,0.1,0.9,0
105.33,1.358,0.275,1,0.1,0.9,0
106.87,1.158,0.382,2,0.1,0.9,1
115.36,1.309,0.246,2,0.1,0.9,1
117.56,1.995,0.206,2,0.1,0.9,1
120.29,2.259,0.465,2,0.1,0.9,1
127.77,1.412,0.306,2,0.1,0.9,1
132.82,1.509,0.221,2,0.1,0.9,1
135.51,2.444,0.242,2,0.1,0.9,1
138.35,2.383,0.459,2,0.1,0.9,0
140.5,1.766,0.391,2,0.1,0.9,0
144.21,1.868,0.276,2,0.1,0.9,1
146.42,1.716,0.491,2,0.1,0.9,1
148.52,1.801,0.296,2,0.1,0.9,1
151.28,2.214,0.548,2,0.1,0.9,1
161.2,7.555,0.37,2,0.1,0.9,1
165.13,1.787,0.284,2,0.1,0.9,1
169.3,1.682,0.552,2,0.1,0.9,1
176.55,1.232,0.484,2,0.1,0.9,1
178.44,1.646,0.244,2,0.1,0.9,1
183.13,1.72,0.562,2,0.1,0.9,1
185.33,1.727,0.475,2,0.1,0.9,1
187.57,1.986,0.253,2,0.1,0.9,1
191.77,1.373,0.243,2,0.1,0.9,1
194.28,1.968,0.535,2,0.1,0.9,0
201.32,1.574,0.472,1,0.1,0.9,0
203,1.288,0.387,2,0.1,0.9,1
206.67,1.403,0.213,2,0.1,0.9,1
208.86,1.978,0.209,2,0.1,0.9,1
213.28,1.233,0.238,2,0.1,0.9,0
214.87,1.301,0.281,2,0.1,0.9,1
217.14,1.984,0.286,2,0.1,0.9,1
219.9,2.308,0.459,2,0.1,0.9,1
223.15,1.211,0.138,2,0.1,0.9,0
227.01,2.019,0.387,2,0.1,0.9,1
230.76,1.578,0.306,2,0.1,0.9,1
232.84,1.842,0.246,2,0.1,0.9,1
237.35,1.106,0.53,2,0.1,0.9,1
241.99,2.627,0.341,2,0.1,0.9,1
243.73,1.23,0.508,2,0.1,0.9,1
246.63,1.309,0.538,2,0.1,0.9,1
252.62,1.476,0.524,1,0.1,0.9,0
260.44,3.337,0.259,2,0.1,0.9,1
262.58,1.711,0.423,2,0.1,0.9,1
264.46,1.624,0.262,2,0.1,0.9,1
268.24,3.212,0.561,2,0.1,0.9,1
271.51,2.898,0.376,2,0.1,0.9,1
273.35,1.578,0.258,2,0.1,0.9,1
276.63,2.309,0.454,2,0.1,0.9,1
278.24,1.332,0.273,2,0.1,0.9,1
282.42,1.232,0.259,2,0.1,0.9,1
284.97,2.333,0.22,2,0.1,0.9,1
287.25,2.002,0.278,2,0.1,0.9,0
288.88,1.412,0.216,2,0.1,0.9,1
290.79,1.7,0.214,2,0.1,0.9,1
293.2,2.119,0.287,2,0.1,0.9,1
317.31,2.029,0.317,2,0.9,0.1,0
319.31,1.474,0.533,2,0.9,0.1,0
322.68,1.38,0.497,1,0.9,0.1,1
326.61,1.308,0.545,1,0.9,0.1,1
328.87,1.83,0.428,1,0.1,0.9,0
334.3,1.966,0.538,1,0.1,0.9,0
336.26,1.518,0.44,1,0.1,0.9,0
343.46,2.176,0.335,1,0.1,0.9,1
345.68,1.705,0.522,1,0.1,0.9,0
347.23,1.28,0.262,1,0.1,0.9,0
348.76,1.293,0.244,1,0.1,0.9,0
351.03,1.9,0.363,1,0.1,0.9,0
356.26,1.335,0.45,1,0.1,0.9,0
358.14,1.268,0.608,2,0.1,0.9,1
360.61,2.248,0.229,2,0.1,0.9,1
365.49,1.368,0.545,2,0.1,0.9,1
367.4,1.667,0.246,2,0.1,0.9,1
372.64,1.397,0.511,2,0.1,0.9,1
375.19,2.21,0.338,2,0.1,0.9,1
377.79,2.362,0.232,2,0.1,0.9,1
384.24,1.343,0.446,2,0.9,0.1,0
387.62,1.51,0.366,2,0.9,0.1,0
389.64,1.771,0.254,2,0.9,0.1,0
391.28,1.395,0.245,2,0.9,0.1,0
392.9,1.372,0.247,2,0.9,0.1,1
398.65,1.801,0.453,2,0.9,0.1,0
401.72,1.335,0.256,2,0.9,0.1,0
403.36,1.357,0.283,2,0.9,0.1,0
408.19,1.41,0.272,2,0.9,0.1,1
414.05,2.052,0.41,2,0.9,0.1,0
416.17,1.698,0.424,2,0.9,0.1,0
417.88,1.442,0.269,2,0.9,0.1,0
419.57,1.414,0.272,2,0.9,0.1,0
424.31,2.815,0.415,1,0.9,0.1,1
427.09,2.399,0.383,1,0.9,0.1,1
431.16,1.197,0.413,1,0.9,0.1,1
436.18,2.084,0.285,1,0.9,0.1,1
442.09,1.438,0.621,1,0.9,0.1,0
444.29,1.635,0.568,1,0.9,0.1,1
445.89,1.329,0.273,1,0.9,0.1,1
448.32,1.935,0.493,1,0.9,0.1,1
455.39,1.433,0.297,1,0.9,0.1,1
460.03,1.908,0.352,2,0.9,0.1,0
469.65,1.259,0.585,1,0.9,0.1,1
471.56,1.364,0.539,1,0.9,0.1,1
473.57,1.509,0.501,1,0.9,0.1,1
475.98,1.951,0.46,1,0.9,0.1,1
478.05,1.813,0.259,1,0.9,0.1,1
481.01,2.441,0.516,1,0.9,0.1,0
482.78,1.378,0.398,1,0.9,0.1,1
486.66,1.4,0.526,1,0.9,0.1,1
493.76,1.531,0.518,1,0.9,0.1,1
497.39,1.203,0.543,1,0.9,0.1,1
499.1,1.418,0.296,1,0.9,0.1,1
503.29,1.302,0.493,1,0.9,0.1,1
505.22,1.693,0.237,1,0.9,0.1,1
509.45,1.355,0.483,1,0.9,0.1,1
513.25,1.243,0.55,1,0.9,0.1,1
519.15,1.409,0.508,1,0.9,0.1,1
522.55,1.292,0.245,1,0.9,0.1,1
537.43,9.737,0.475,1,0.9,0.1,1
546.5,1.249,0.429,1,0.9,0.1,1
548.28,1.552,0.224,1,0.9,0.1,1
551.13,2.278,0.57,1,0.9,0.1,1
557.81,1.324,0.31,1,0.9,0.1,1
561.72,1.283,0.284,1,0.9,0.1,1
564.75,2.545,0.49,1,0.9,0.1,1
